Sales Region;Sales Country;Vehicle Production Region;Vehicle Production Country;OEM Group;Brand;Make Model;Global Segment;Propulsion;Fast-Charging;Battery kWh;Cathode Chemistry;Cell Supplier;2009;2010;2011;2012;jan-13;feb-13;mar-13;apr-13;maj-13;jun-13;jul-13;aug-13;sep-13;okt-13;nov-13;dec-13;2013;jan-14;feb-14;mar-14;apr-14;maj-14;jun-14;jul-14;aug-14;sep-14;okt-14;nov-14;dec-14;2014;jan-15;feb-15;mar-15;apr-15;maj-15;jun-15;jul-15;aug-15;sep-15;okt-15;nov-15;dec-15;2015;jan-16;feb-16;mar-16;apr-16;maj-16;jun-16;jul-16;aug-16;sep-16;okt-16;nov-16;dec-16;2016;jan-17;feb-17;mar-17;apr-17;maj-17;jun-17;jul-17;aug-17;sep-17;okt-17;nov-17;dec-17;2017;jan-18;feb-18;mar-18;apr-18;maj-18;jun-18;jul-18;aug-18;sep-18;okt-18;nov-18;dec-18;2018;jan-19;feb-19;mar-19;apr-19;maj-19;jun-19;jul-19;aug-19;sep-19;okt-19;nov-19;dec-19;2019;jan-20;feb-20;mar-20;apr-20;maj-20;jun-20;jul-20;aug-20;sep-20;okt-20;2020;Cumulative Sales 
Europe;Cyprus;Europe;Slovakia;VW Group;Porsche;Porsche Cayenne PHEV;SUV-E;PHEV;NA;14,1;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;2;3;;;;;1;1;1;8;7;;;1;2;2;;1;;;13;21
Europe;Cyprus;Europe;Germany;VW Group;Porsche;Porsche Panamera PHEV;Car-F;PHEV;NA;9,4;NMC;Panasonic-Sanyo;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;5;;5;1;1;1;;1;1;;1;;;;;6;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;0;11
Europe;Cyprus;Europe;Germany;VW Group;Porsche;Porsche Panamera PHEV;Car-F;PHEV;NA;14,1;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;1;2;3;6;1;2;2;17;;2;1;;;2;;1;;;;2;8;;;1;5;4;;1;;;1;;1;13;1;;1;;;;;;;;2;40
Europe;Cyprus;Europe;Spain;R-N-M Alliance;Renault;Renault Twizy EV;QC;BEV;NA;6,1;LMO;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;2;;2;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;0;2
Europe;Cyprus;Europe;France;R-N-M Alliance;Renault;Renault Kangoo EV;LCV;BEV;NA;22;LMO;AESC;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;1;;1;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;0;1
Europe;Cyprus;Europe;France;R-N-M Alliance;Renault;Renault Kangoo EV;LCV;BEV;NA;33;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;1;;1;;;1;1;;;4;;;1;;;1;;;;;2;6
Europe;Cyprus;Europe;France;R-N-M Alliance;Renault;Renault Zoe EV;Car-B;BEV;CCS;53,3;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1
Europe;Cyprus;Europe;France;R-N-M Alliance;Renault;Renault Zoe EV;Car-B;BEV;Type-2 AC;22 / 41;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;1;;;;;;1;;;1;3;;;;;;;;4;;;;;4;;2;;;;;;1;2;1;;;6;;;;;;;;;;;0;13
Europe;Cyprus;Europe;France;Daimler AG;Smart;Smart Fortwo EV;Car-A;BEV;NA;17,6;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;2;2;;;2;;;;;;;;;;2;;;;;;;;;;;;;0;;;;;;;;;;;0;4
Europe;Cyprus;Americas;USA;Tesla Inc.;Tesla;Tesla Model 3;Car-D;BEV;Tesla SC;80 / 62;NCA;Panasonic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;1
Europe;Cyprus;Americas;USA;Tesla Inc.;Tesla;Tesla Model S;Car-E;BEV;Tesla SC;60/75/85/90/100;NCA;Panasonic;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;2;;1;1;;;;2;1;1;;8;;;;;;2;;;;;;;2;;;2;;;;;;;;;;2;;;;2;1;;1;1;;;;;5;;;;;;;;;;;0;17
Europe;Cyprus;Americas;USA;Tesla Inc.;Tesla;Tesla Model X;SUV-E;BEV;Tesla SC;60/75/90/100;NCA;Panasonic;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;1;2;;;;3;;;;2;;1;;;2;;;1;6;;;;;1;;;;1;;;;2;;;;;;;;;;;0;11
Europe;Cyprus;Asia-Pacific;Japan;Toyota Motor Corp.;Toyota;Toyota Prius Gen-1 PHEV;Car-C;PHEV;NA;4,4;NMC;Panasonic;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;1;;;;;;;;;1;1;;;;;;;;;;;;1;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;0;2
Europe;Cyprus;Asia-Pacific;Japan;Toyota Motor Corp.;Toyota;Toyota Prius Gen-2 PHEV;Car-C;PHEV;NA;8,8;NMC;Panasonic;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;1;;;;;;;1;;;;;;;;;1;;1;;2;;;;;;;;;;;;;0;;;;;;;;;;;0;3
Europe;Cyprus;Europe;Belgium;Geely-Volvo Cars;Volvo;Volvo XC40 PHEV;SUV-C;PHEV;NA;10,7;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;;;;3;2;4;;12;12
Europe;Cyprus;Europe;Sweden;Geely-Volvo Cars;Volvo;Volvo XC60 PHEV;SUV-D;PHEV;NA;10,4 / 11,6;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;1;;4;5;;1;;;;;;;;;1;6
Europe;Cyprus;Europe;Sweden;Geely-Volvo Cars;Volvo;Volvo XC90 PHEV;SUV-E;PHEV;NA;9,2 / 11,6;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;1;;;;;;;;;1;;1;;;;;;;;1;;1;3;;;1;;;;;;;;1;5
Europe;Cyprus;Europe;Slovakia;VW Group;VW;VW e-Up! EV;Car-A;BEV;CCS;36,8;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;2;;;;;;;;;2;2
Europe;Cyprus;Europe;Slovakia;VW Group;VW;VW e-Up! EV;Car-A;BEV;CCS;18,7;NMC;Panasonic-Sanyo;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;1;;;;;;;;;;;1;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;0;1
Europe;Greece;Americas;Mexico;VW Group;Audi;Audi Q5 PHEV;SUV-D;PHEV;NA;14,1;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;2;2
Europe;Greece;Europe;Slovakia;VW Group;Audi;Audi Q7 PHEV;SUV-E;PHEV;NA;17,3;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;0;1
Europe;Greece;Europe;Belgium;VW Group;Audi;Audi e-tron Quattro EV;SUV-E;BEV;CCS;95;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;2;2;;;1;;;5;;1;;;;2;;1;1;;5;10
Europe;Greece;Europe;U.K.;VW Group;Bentley;Bentley Bentayga PHEV;SUV-F;PHEV;NA;17,3;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;1;;3;3
Europe;Greece;Europe;Germany;BMW Group;BMW;BMW i3 EV / EREV;MPV-B;BEV;CCS;22/33/42;NMC;Samsung SDI;;;;;;;;;;;;;;;1;2;3;4;2;3;6;3;3;2;2;3;1;4;6;39;1;;1;2;4;8;4;6;1;1;2;4;34;3;3;1;3;6;1;1;2;10;1;3;4;38;5;;2;1;3;2;2;1;4;;3;10;33;1;3;2;;2;3;2;3;1;3;1;5;26;5;2;4;5;6;7;5;5;3;11;5;3;61;6;2;6;12;1;2;2;4;8;;43;277
Europe;Greece;Europe;Germany;BMW Group;BMW;BMW i8 PHEV;SS;PHEV;NA;7,1 / 11,7;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;3;2;;1;;2;8;;1;;2;;;2;;;;;1;6;1;;1;;;;;1;;;;1;4;;;;;;1;1;;1;4;;2;9;;;1;;;1;;;;;;;2;;;;;;;;2;;;2;31
Europe;Greece;Europe;Germany;BMW Group;BMW;BMW 225xe PHEV;MPV-C;PHEV;NA;7,7 / 9,7;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;5;5;3;2;2;1;2;1;2;2;25;3;3;5;2;;5;3;9;4;3;1;;38;;;;;;;;;1;;;;1;;;;;;;;;;;0;64
Europe;Greece;Europe;Germany;BMW Group;BMW;BMW 330e PHEV;Car-D;PHEV;NA;7,6;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;5;;2;5;3;1;2;1;1;;1;21;;1;2;;;2;1;3;;;;;9;;;;;;;;;;;;;0;;;;;;;;;;;0;30
Europe;Greece;Europe;Germany;BMW Group;BMW;BMW 330e PHEV;Car-D;PHEV;NA;12;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;3;;2;6;6;2;;3;5;;6;;2;;24;30
Europe;Greece;Europe;Germany;BMW Group;BMW;BMW 530e PHEV;Car-E;PHEV;NA;9,2 / 12,0;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;1;1;2;1;1;2;8;1;2;3;;;3;1;6;5;2;;1;24;;2;3;;;1;;1;1;2;1;;11;1;3;;;;;1;;3;;8;51
Europe;Greece;Europe;Germany;BMW Group;BMW;BMW 740e PHEV;Car-F;PHEV;NA;9,2;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;2;1;1;;;;1;;;;5;;;1;;;1;;1;;;;;3;;;;;;;;;;;;;0;;;;;;;;;;;0;8
Europe;Greece;Europe;Germany;BMW Group;BMW;BMW 745e PHEV;Car-F;PHEV;NA;12;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;1;3;2;;7;1;;;2;;2;;;;;5;12
Europe;Greece;Europe;Germany;BMW Group;BMW;BMW X1 25e PHEV;SUV-C;PHEV;NA;9,7;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;11;21;9;29;;75;75
Europe;Greece;Europe;Germany;BMW Group;BMW;BMW X2 25e PHEV;SUV-C;PHEV;NA;9,7;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2
Europe;Greece;Americas;USA;BMW Group;BMW;BMW X3 30e PHEV;SUV-D;PHEV;NA;12;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;2;9;;2;5;;23;23
Europe;Greece;Americas;USA;BMW Group;BMW;BMW X5 40e PHEV;SUV-E;PHEV;NA;9,2;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;5;;;3;4;3;1;1;1;1;1;;20;1;2;3;1;;2;1;3;;;;;13;;;;;;;;;;;;;0;;;;;;;;;;;0;33
Europe;Greece;Americas;USA;BMW Group;BMW;BMW X5 45e PHEV;SUV-E;PHEV;NA;23,8;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;1;2;3;6;3;;3;10;3;5;2;3;2;;31;37
Europe;Greece;Asia-Pacific;China;Dongfeng Motor;Fengshen;Dongfeng Fengshen E70 EV;Car-D;BEV;GB/T;51;NMC;CATL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;1
Europe;Greece;Europe;France;PSA Group;DS;DS-7 Crossback PHEV;SUV-D;PHEV;NA;13,2;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;1;3;;2;3;;12;12
Europe;Greece;Asia-Pacific;South Korea;Hyundai Motor;Hyundai;Hyundai Ioniq PHEV;Car-C;PHEV;NA;8,9;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1
Europe;Greece;Europe;Czech Rep.;Hyundai Motor;Hyundai;Hyundai Kona EV;SUV-C;BEV;CCS;67;NMC;SK-Group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;5;5
Europe;Greece;Europe;Spain;Ford;Ford;Ford Kuga / Escape PHEV;SUV-C;PHEV;NA;14,4;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;1;3;;;6;6
Europe;Greece;Europe;Austria;Tata-JLR;Jaguar;Jaguar i-Pace EV;SUV-D;BEV;CCS;90;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;2;3;6;6;5;2;1;1;;26;3;2;;;;1;2;;2;;10;36
Europe;Greece;Europe;Slovakia;Hyundai Motor;Kia;Kia Ceed PHEV;Car-C;PHEV;NA;8,9;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;2;;;;;;;;;2;2
Europe;Greece;Europe;Slovakia;Hyundai Motor;Kia;Kia XCeed PHEV;Car-C;PHEV;NA;8,9;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2
Europe;Greece;Asia-Pacific;South Korea;Hyundai Motor;Kia;Kia Niro PHEV;SUV-C;PHEV;NA;8,9;NMC;SK-Group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;0;1
Europe;Greece;Asia-Pacific;South Korea;Hyundai Motor;Kia;Kia Niro EV;SUV-C;BEV;CCS;42 / 67;NMC;SK-Group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1
Europe;Greece;Europe;U.K.;Tata-JLR;Range Rover;Range Rover Sport PHEV;SUV-E;PHEV;NA;13,1;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;3;2;2;4;1;2;1;1;2;1;1;2;22;6;4;2;;1;1;3;3;2;;22;44
Europe;Greece;Europe;U.K.;Tata-JLR;Range Rover;Range Rover PHEV;SUV-E;PHEV;NA;13,1;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;4;4;12;13;3;2;2;;7;5;4;2;58;2;1;1;3;1;2;6;3;4;;23;81
Europe;Greece;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes A250e PHEV;Car-C;PHEV;CCS;15,6;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;9;;20;20
Europe;Greece;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes CLA250e PHEV;Car-C;PHEV;CCS;15,6;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;10;10
Europe;Greece;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes C300e/de PHEV;Car-D;PHEV;NA;13,5;NMC;SK-Group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;3;;4;4
Europe;Greece;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes E300e/de PHEV;Car-E;PHEV;NA;13,5;NMC;SK-Group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;1;;;;2;;1;1;5;;1;;;;1;;1;2;;5;10
Europe;Greece;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes GLA250e PHEV;SUV-C;PHEV;CCS;15,6;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;15;15
Europe;Greece;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes GLC300e/de PHEV;SUV-D;PHEV;NA;13,5;NMC;SK-Group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;7;1;;;13;13
Europe;Greece;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes EQC 400 EV;SUV-D;BEV;CCS;80;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;3;1;;1;5;1;1;1;;2;;4;;1;;10;15
Europe;Greece;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes S560e PHEV;Car-F;PHEV;NA;13,5;NMC;SK-Group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;2;;;;;;;;;;;0;2
Europe;Greece;Europe;U.K.;BMW Group;Mini;Mini Cooper SE EV;Car-B;BEV;CCS;32,6;NMC;CATL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;4;;2;1;5;;16;16
Europe;Greece;Europe;Netherlands;BMW Group;Mini;Mini Countryman PHEV;SUV-C;PHEV;NA;7,7 / 9,7;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;6;7;13;3;1;1;1;;2;1;1;1;4;6;8;29;1;1;2;5;6;6;9;6;9;;45;87
Europe;Greece;Asia-Pacific;Japan;R-N-M Alliance;Mitsubishi;Mitsubishi I-Miev EV;Car-A;BEV;ChaDeMo;16;LTO;GS Yuasa;;;;1;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;0;1
Europe;Greece;Asia-Pacific;Japan;R-N-M Alliance;Mitsubishi;Mitsubishi Outlander PHEV;SUV-D;PHEV;ChaDeMo;12;LMO;GS Yuasa;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;2;1;2;1;;;6;;1;1;;;1;;2;1;3;;;9;;;;;;;;;2;;1;;3;3;2;;;2;2;1;1;1;;12;30
Europe;Greece;Asia-Pacific;Japan;R-N-M Alliance;Mitsubishi;Mitsubishi Outlander PHEV;LCV;PHEV;ChaDeMo;12;LMO;GS Yuasa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;3;3
Europe;Greece;Europe;Spain;R-N-M Alliance;Nissan;Nissan e-NV200 EV;LCV;BEV;ChaDeMo;24 / 40;NMC;AESC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;5;2;;3;13;;;;;;2;;;1;2;2;;7;;;;;;;;;;;0;20
Europe;Greece;Europe;Spain;R-N-M Alliance;Nissan;Nissan e-NV200 Evalia EV;MPV-C;BEV;ChaDeMo;24 / 40;NMC;AESC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;1;;;;1;;;5;1;;;;;;;1;;;2;7
Europe;Greece;Europe;U.K.;R-N-M Alliance;Nissan;Nissan Leaf EV;Car-C;BEV;ChaDeMo;40 / 62;NMC;AESC;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;2;1;;1;1;;3;1;9;4;1;4;1;5;5;2;6;;2;3;;33;1;3;4;;1;1;;;5;;15;57
Europe;Greece;Americas;USA;GM;Opel / Vauxhall;Opel / Vxh Ampera EREV;Car-C;PHEV;NA;16 - 17,1;NMC;LG Chem;;;;1;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;0;1
Europe;Greece;Europe;Spain;PSA Group;Opel / Vauxhall;Opel/Vxh. Corsa EV;Car-B;BEV;CCS;50;NMC;CATL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;;;;5;;;6;6
Europe;Greece;Europe;Spain;PSA Group;Peugeot;Peugeot Partner EV;LCV;BEV;ChaDeMo;22,5;LMO;GS Yuasa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;3;;;;;;;;4;;;;;;;;;;;0;4
Europe;Greece;Europe;France;PSA Group;Peugeot;Peugeot e-208 EV;Car-B;BEV;CCS;50;NMC;CATL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;8;3;2;3;2;12;24;17;;71;71
Europe;Greece;Europe;France;PSA Group;Peugeot;Peugeot e-2008 EV;SUV-B;BEV;CCS;50;NMC;CATL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;4;4
